id,amount,bank,operation,type,k_symbol
3654,36.1,nan,nan,PRIJEM,UROK
3654,1510.0,MN,PREVOD NA UCET,VYDAJ,SIPO
3655,600.0,nan,VKLAD,PRIJEM,nan
3655,15946.0,nan,VKLAD,PRIJEM,nan
3655,22.2,nan,nan,PRIJEM,UROK
3655,3100.0,nan,VKLAD,PRIJEM,nan
3655,68.9,nan,nan,PRIJEM,UROK
3655,4400.0,nan,VKLAD,PRIJEM,nan
3655,68.9,nan,nan,PRIJEM,UROK
3655,5100.0,nan,VKLAD,PRIJEM,nan
3655,68.9,nan,nan,PRIJEM,UROK
3655,2500.0,nan,VYBER,VYDAJ,nan
3655,68.9,nan,nan,PRIJEM,UROK
3656,300.0,nan,VKLAD,PRIJEM,nan
3656,2913.0,UV,PREVOD Z UCTU,PRIJEM,nan
3656,7.8,nan,nan,PRIJEM,UROK
3656,2913.0,UV,PREVOD Z UCTU,PRIJEM,nan
3656,13.4,nan,nan,PRIJEM,UROK
3656,2913.0,UV,PREVOD Z UCTU,PRIJEM,nan
3656,13.4,nan,nan,PRIJEM,UROK
3656,2913.0,UV,PREVOD Z UCTU,PRIJEM,nan
3656,13.4,nan,nan,PRIJEM,UROK
3656,2913.0,UV,PREVOD Z UCTU,PRIJEM,nan
3656,14.6,nan,VYBER,VYDAJ,SLUZBY
3657,800.0,nan,VKLAD,PRIJEM,nan
3657,17331.0,nan,VKLAD,PRIJEM,nan
3657,56.1,nan,nan,PRIJEM,UROK
3657,3700.0,nan,VKLAD,PRIJEM,nan
3657,17331.0,nan,VKLAD,PRIJEM,nan
3657,140.0,nan,nan,PRIJEM,UROK
3657,8000.0,nan,VYBER,VYDAJ,nan
3657,25996.0,nan,VKLAD,PRIJEM,nan
3657,219.5,nan,nan,PRIJEM,UROK
3657,18800.0,nan,VYBER,VYDAJ,nan
3657,17331.0,nan,VKLAD,PRIJEM,nan
3658,1000.0,nan,VKLAD,PRIJEM,nan
3658,12100.0,nan,VKLAD,PRIJEM,nan
3658,5000.0,nan,VKLAD,PRIJEM,nan
3658,3000.0,nan,VKLAD,PRIJEM,nan
3658,2200.0,nan,VKLAD,PRIJEM,nan
3658,500.0,nan,VYBER,VYDAJ,nan
3658,2300.0,nan,VKLAD,PRIJEM,nan
3658,1500.0,nan,VKLAD,PRIJEM,nan
3658,5400.0,nan,VKLAD,PRIJEM,nan
3658,700.0,nan,VYBER,VYDAJ,nan
3658,2200.0,nan,VYBER,VYDAJ,nan
3659,900.0,nan,VKLAD,PRIJEM,nan
3659,17662.0,nan,VKLAD,PRIJEM,nan
3659,500.0,nan,VYBER,VYDAJ,nan
3659,41.3,nan,nan,PRIJEM,UROK
3659,17662.0,nan,VKLAD,PRIJEM,nan
3659,8400.0,nan,VYBER,VYDAJ,nan
3659,97.2,nan,nan,PRIJEM,UROK
3659,17662.0,nan,VKLAD,PRIJEM,nan
3659,13000.0,nan,VYBER,VYDAJ,nan
3659,125.5,nan,nan,PRIJEM,UROK
3659,17662.0,nan,VKLAD,PRIJEM,nan
3660,400.0,nan,VKLAD,PRIJEM,nan
3660,20443.0,nan,VKLAD,PRIJEM,nan
3660,900.0,nan,VKLAD,PRIJEM,nan
3660,25.0,nan,nan,PRIJEM,UROK
3660,20443.0,nan,VKLAD,PRIJEM,nan
3660,6000.0,nan,VYBER,VYDAJ,nan
3660,108.1,nan,nan,PRIJEM,UROK
3660,20443.0,nan,VKLAD,PRIJEM,nan
3660,15600.0,nan,VYBER,VYDAJ,nan
3660,157.1,nan,nan,PRIJEM,UROK
3660,20443.0,nan,VKLAD,PRIJEM,nan
3661,1100.0,nan,VKLAD,PRIJEM,nan
3661,1600.0,nan,VKLAD,PRIJEM,nan
3661,22635.0,nan,VKLAD,PRIJEM,nan
3661,73.4,nan,nan,PRIJEM,UROK
3661,300.0,nan,VKLAD,PRIJEM,nan
3661,15090.0,nan,VKLAD,PRIJEM,nan
3661,151.7,nan,nan,PRIJEM,UROK
3661,10400.0,nan,VYBER,VYDAJ,nan
3661,15090.0,nan,VKLAD,PRIJEM,nan
3661,184.4,nan,nan,PRIJEM,UROK
3661,15090.0,nan,VKLAD,PRIJEM,nan
3662,300.0,nan,VKLAD,PRIJEM,nan
3662,14300.0,nan,VKLAD,PRIJEM,nan
3662,18155.0,nan,VKLAD,PRIJEM,nan
3662,70.6,nan,nan,PRIJEM,UROK
3662,800.0,nan,VKLAD,PRIJEM,nan
3662,136.5,nan,nan,PRIJEM,UROK
3662,3500.0,nan,VYBER,VYDAJ,nan
3662,136.5,nan,nan,PRIJEM,UROK
3662,1200.0,nan,VYBER,VYDAJ,nan
3662,136.5,nan,nan,PRIJEM,UROK
3662,1200.0,nan,VYBER,VYDAJ,nan
3663,400.0,nan,VKLAD,PRIJEM,nan
3663,24104.0,nan,VKLAD,PRIJEM,nan
3663,74.9,nan,nan,PRIJEM,UROK
3663,1600.0,nan,VYBER,VYDAJ,nan
3663,24104.0,nan,VKLAD,PRIJEM,nan
3663,170.5,nan,nan,PRIJEM,UROK
3663,10800.0,nan,VYBER,VYDAJ,nan
3663,24104.0,nan,VKLAD,PRIJEM,nan
3663,152.3,nan,nan,PRIJEM,UROK
3663,21100.0,nan,VYBER,VYDAJ,nan
3663,36156.0,nan,VKLAD,PRIJEM,nan
3664,600.0,nan,VKLAD,PRIJEM,nan
3664,8302.0,nan,VKLAD,PRIJEM,nan
3664,24.7,nan,nan,PRIJEM,UROK
3664,6300.0,nan,VKLAD,PRIJEM,nan
3664,5535.0,nan,VKLAD,PRIJEM,nan
3664,70.6,nan,nan,PRIJEM,UROK
3664,1000.0,nan,VYBER,VYDAJ,nan
3664,5535.0,nan,VKLAD,PRIJEM,nan
3664,99.1,nan,nan,PRIJEM,UROK
3664,3400.0,nan,VYBER,VYDAJ,nan
3664,5535.0,nan,VKLAD,PRIJEM,nan
3665,500.0,nan,VKLAD,PRIJEM,nan
3665,6610.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3665,6610.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3665,2300.0,nan,VYBER,VYDAJ,nan
3665,6610.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3665,62.6,nan,nan,PRIJEM,UROK
3665,5100.0,nan,VYBER,VYDAJ,nan
3665,6610.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3665,80.6,nan,nan,PRIJEM,UROK
3665,3600.0,nan,VYBER,VYDAJ,nan
3665,6610.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3666,500.0,nan,VKLAD,PRIJEM,nan
3666,31786.0,WX,PREVOD Z UCTU,PRIJEM,nan
3666,800.0,nan,VKLAD,PRIJEM,nan
3666,71.2,nan,nan,PRIJEM,UROK
3666,71.2,nan,nan,PRIJEM,UROK
3666,31786.0,WX,PREVOD Z UCTU,PRIJEM,nan
3666,13400.0,nan,VYBER,VYDAJ,nan
3666,180.2,nan,nan,PRIJEM,UROK
3666,180.0,nan,nan,PRIJEM,UROK
3666,31786.0,WX,PREVOD Z UCTU,PRIJEM,nan
3666,21000.0,nan,VYBER,VYDAJ,nan
3667,1000.0,nan,VKLAD,PRIJEM,nan
3667,6109.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3667,6109.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3667,6109.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3667,6109.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3667,700.0,nan,VYBER,VYDAJ,nan
3667,29.9,nan,nan,PRIJEM,UROK
3667,6109.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3667,5500.0,nan,VYBER,VYDAJ,nan
3667,103.9,nan,nan,PRIJEM,UROK
3667,14.6,nan,VYBER,VYDAJ,SLUZBY
3668,1000.0,nan,VKLAD,PRIJEM,nan
3668,7689.0,nan,VKLAD,PRIJEM,nan
3668,8100.0,nan,VKLAD,PRIJEM,nan
3668,42.9,nan,nan,PRIJEM,UROK
3668,7689.0,nan,VKLAD,PRIJEM,nan
3668,1800.0,nan,VYBER,VYDAJ,nan
3668,85.6,nan,nan,PRIJEM,UROK
3668,7689.0,nan,VKLAD,PRIJEM,nan
3668,1800.0,nan,VYBER,VYDAJ,nan
3668,110.7,nan,nan,PRIJEM,UROK
3668,7689.0,nan,VKLAD,PRIJEM,nan
3669,500.0,nan,VKLAD,PRIJEM,nan
3669,10391.0,nan,VKLAD,PRIJEM,nan
3669,8400.0,nan,VKLAD,PRIJEM,nan
3669,10.7,nan,nan,PRIJEM,UROK
3669,15586.0,nan,VKLAD,PRIJEM,nan
3669,2100.0,nan,VYBER,VYDAJ,nan
3669,89.4,nan,nan,PRIJEM,UROK
3669,10391.0,nan,VKLAD,PRIJEM,nan
3669,4600.0,nan,VYBER,VYDAJ,nan
3669,141.4,nan,nan,PRIJEM,UROK
3669,10391.0,nan,VKLAD,PRIJEM,nan
3670,700.0,nan,VKLAD,PRIJEM,nan
3670,30463.0,WX,PREVOD Z UCTU,PRIJEM,nan
3670,3000.0,nan,VYBER,VYDAJ,nan
3670,71.9,nan,nan,PRIJEM,UROK
3670,30463.0,WX,PREVOD Z UCTU,PRIJEM,nan
3670,13200.0,nan,VYBER,VYDAJ,nan
3670,163.9,nan,nan,PRIJEM,UROK
3670,30463.0,WX,PREVOD Z UCTU,PRIJEM,nan
3670,22200.0,nan,VYBER,VYDAJ,nan
3670,213.0,nan,nan,PRIJEM,UROK
3670,30463.0,WX,PREVOD Z UCTU,PRIJEM,nan
3671,300.0,nan,VKLAD,PRIJEM,nan
3671,16806.0,OP,PREVOD Z UCTU,PRIJEM,nan
3671,2900.0,nan,VKLAD,PRIJEM,nan
3671,40.3,nan,nan,PRIJEM,UROK
3671,16806.0,OP,PREVOD Z UCTU,PRIJEM,nan
3671,4800.0,nan,VYBER,VYDAJ,nan
3671,108.5,nan,nan,PRIJEM,UROK
3671,16806.0,OP,PREVOD Z UCTU,PRIJEM,nan
3671,12700.0,nan,VYBER,VYDAJ,nan
3671,142.6,nan,nan,PRIJEM,UROK
3671,25209.0,OP,PREVOD Z UCTU,PRIJEM,nan
3672,500.0,nan,VKLAD,PRIJEM,nan
3672,4807.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
3672,4807.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
3672,4807.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
3672,4807.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
3672,4807.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
3672,3204.0,CD,PREVOD NA UCET,VYDAJ,SIPO
3672,71.7,nan,nan,PRIJEM,UROK
3672,14.6,nan,VYBER,VYDAJ,SLUZBY
3672,2000.0,nan,VYBER,VYDAJ,nan
3672,1100.0,nan,VYBER,VYDAJ,nan
3673,700.0,nan,VKLAD,PRIJEM,nan
3673,3464.0,OP,PREVOD Z UCTU,PRIJEM,nan
3673,3464.0,OP,PREVOD Z UCTU,PRIJEM,nan
3673,3464.0,OP,PREVOD Z UCTU,PRIJEM,nan
3673,3464.0,OP,PREVOD Z UCTU,PRIJEM,nan
3673,3464.0,OP,PREVOD Z UCTU,PRIJEM,nan
3673,3570.0,nan,VYBER,VYDAJ,nan
3673,2309.0,AB,PREVOD NA UCET,VYDAJ,nan
3673,43.1,nan,nan,PRIJEM,UROK
3673,14.6,nan,VYBER,VYDAJ,SLUZBY
3673,3464.0,OP,PREVOD Z UCTU,PRIJEM,nan
3674,600.0,nan,VKLAD,PRIJEM,nan
3674,12864.0,nan,VKLAD,PRIJEM,nan
3674,9100.0,nan,VKLAD,PRIJEM,nan
3674,15.7,nan,nan,PRIJEM,UROK
3674,19296.0,nan,VKLAD,PRIJEM,nan
3674,10400.0,nan,VYBER,VYDAJ,nan
3674,101.2,nan,nan,PRIJEM,UROK
3674,12864.0,nan,VKLAD,PRIJEM,nan
3674,8100.0,nan,VYBER,VYDAJ,nan
3674,135.7,nan,nan,PRIJEM,UROK
3674,12864.0,nan,VKLAD,PRIJEM,nan
3675,800.0,nan,VKLAD,PRIJEM,nan
3675,3219.0,MN,PREVOD Z UCTU,PRIJEM,nan
3675,3219.0,MN,PREVOD Z UCTU,PRIJEM,nan
3675,3219.0,MN,PREVOD Z UCTU,PRIJEM,nan
3675,3219.0,MN,PREVOD Z UCTU,PRIJEM,nan
3675,3219.0,MN,PREVOD Z UCTU,PRIJEM,nan
3675,4680.0,nan,VYBER,VYDAJ,nan
3675,25.4,nan,nan,PRIJEM,UROK
3675,14.6,nan,VYBER,VYDAJ,SLUZBY
3675,2146.0,UV,PREVOD NA UCET,VYDAJ,nan
3675,3219.0,MN,PREVOD Z UCTU,PRIJEM,nan
3676,600.0,nan,VKLAD,PRIJEM,nan
3676,14097.0,OP,PREVOD Z UCTU,PRIJEM,nan
3676,49.4,nan,nan,PRIJEM,UROK
3676,4900.0,nan,VKLAD,PRIJEM,nan
3676,21146.0,OP,PREVOD Z UCTU,PRIJEM,nan
3676,148.2,nan,nan,PRIJEM,UROK
3676,7700.0,nan,VYBER,VYDAJ,nan
3676,14097.0,OP,PREVOD Z UCTU,PRIJEM,nan
3676,192.0,nan,nan,PRIJEM,UROK
3676,13200.0,nan,VYBER,VYDAJ,nan
3676,14097.0,OP,PREVOD Z UCTU,PRIJEM,nan
3677,800.0,nan,VKLAD,PRIJEM,nan
3677,4334.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3677,12.4,nan,nan,PRIJEM,UROK
3677,4334.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3677,21.4,nan,nan,PRIJEM,UROK
3677,4334.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3677,21.4,nan,nan,PRIJEM,UROK
3677,4334.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3677,21.4,nan,nan,PRIJEM,UROK
3677,4334.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3677,23.7,nan,nan,PRIJEM,UROK
3678,900.0,nan,VKLAD,PRIJEM,nan
3678,13300.0,nan,VKLAD,PRIJEM,nan
3678,27125.0,nan,VKLAD,PRIJEM,nan
3678,22.2,nan,nan,PRIJEM,UROK
3678,17153.0,nan,VKLAD,PRIJEM,nan
3678,19400.0,nan,VYBER,VYDAJ,nan
3678,18992.0,nan,VKLAD,PRIJEM,nan
3678,187.6,nan,nan,PRIJEM,UROK
3678,35000.0,nan,VYBER,VYDAJ,nan
3678,46979.0,nan,VKLAD,PRIJEM,nan
3678,25900.0,nan,VYBER,VYDAJ,nan
3679,1100.0,nan,VKLAD,PRIJEM,nan
3679,17528.0,nan,VKLAD,PRIJEM,nan
3679,55.1,nan,nan,PRIJEM,UROK
3679,17528.0,nan,VKLAD,PRIJEM,nan
3679,77.6,nan,nan,PRIJEM,UROK
3679,5700.0,nan,VYBER,VYDAJ,nan
3679,17528.0,nan,VKLAD,PRIJEM,nan
3679,163.1,nan,nan,PRIJEM,UROK
3679,12700.0,nan,VYBER,VYDAJ,nan
3679,17528.0,nan,VKLAD,PRIJEM,nan
3679,148.3,nan,nan,PRIJEM,UROK
3680,600.0,nan,VKLAD,PRIJEM,nan
3680,17516.0,nan,VKLAD,PRIJEM,nan
3680,5200.0,nan,VKLAD,PRIJEM,nan
3680,37.6,nan,nan,PRIJEM,UROK
3680,17516.0,nan,VKLAD,PRIJEM,nan
3680,9400.0,nan,VYBER,VYDAJ,nan
3680,111.4,nan,nan,PRIJEM,UROK
3680,17516.0,nan,VKLAD,PRIJEM,nan
3680,14200.0,nan,VYBER,VYDAJ,nan
3680,137.3,nan,nan,PRIJEM,UROK
3680,17516.0,nan,VKLAD,PRIJEM,nan
3681,200.0,nan,VKLAD,PRIJEM,nan
3681,57232.0,MN,PREVOD Z UCTU,PRIJEM,nan
3681,12900.0,nan,VYBER,VYDAJ,nan
3681,23.9,nan,nan,PRIJEM,UROK
3681,38155.0,MN,PREVOD Z UCTU,PRIJEM,nan
3681,26500.0,nan,VYBER,VYDAJ,nan
3681,193.4,nan,nan,PRIJEM,UROK
3681,38155.0,MN,PREVOD Z UCTU,PRIJEM,nan
3681,36200.0,nan,VYBER,VYDAJ,nan
3681,235.4,nan,nan,PRIJEM,UROK
3681,38155.0,MN,PREVOD Z UCTU,PRIJEM,nan
3682,200.0,nan,VKLAD,PRIJEM,nan
3682,39712.0,nan,VKLAD,PRIJEM,nan
3682,96.6,nan,nan,PRIJEM,UROK
3682,8200.0,nan,VYBER,VYDAJ,nan
3682,28964.0,nan,VKLAD,PRIJEM,nan
3682,218.5,nan,nan,PRIJEM,UROK
3682,18200.0,nan,VYBER,VYDAJ,nan
3682,44773.0,nan,VKLAD,PRIJEM,nan
3682,300.0,nan,nan,PRIJEM,UROK
3682,21837.0,nan,VKLAD,PRIJEM,nan
3682,43300.0,nan,VYBER,VYDAJ,nan
3683,900.0,nan,VKLAD,PRIJEM,nan
3683,17268.0,nan,VKLAD,PRIJEM,nan
3683,2300.0,nan,VKLAD,PRIJEM,nan
3683,59.7,nan,nan,PRIJEM,UROK
3683,25902.0,nan,VKLAD,PRIJEM,nan
3683,9300.0,nan,VYBER,VYDAJ,nan
3683,134.6,nan,nan,PRIJEM,UROK
3683,17268.0,nan,VKLAD,PRIJEM,nan
3683,15300.0,nan,VYBER,VYDAJ,nan
3683,161.2,nan,nan,PRIJEM,UROK
3683,17268.0,nan,VKLAD,PRIJEM,nan
3684,200.0,nan,VKLAD,PRIJEM,nan
3684,15618.0,nan,VKLAD,PRIJEM,nan
3684,2500.0,nan,VKLAD,PRIJEM,nan
3684,12.3,nan,nan,PRIJEM,UROK
3684,10412.0,nan,VKLAD,PRIJEM,nan
3684,1800.0,nan,VYBER,VYDAJ,nan
3684,83.3,nan,nan,PRIJEM,UROK
3684,10412.0,nan,VKLAD,PRIJEM,nan
3684,6700.0,nan,VYBER,VYDAJ,nan
3684,115.0,nan,nan,PRIJEM,UROK
3684,10412.0,nan,VKLAD,PRIJEM,nan
3685,900.0,nan,VKLAD,PRIJEM,nan
3685,15211.0,nan,VKLAD,PRIJEM,nan
3685,41.1,nan,nan,PRIJEM,UROK
3685,2600.0,nan,VKLAD,PRIJEM,nan
3685,15211.0,nan,VKLAD,PRIJEM,nan
3685,111.8,nan,nan,PRIJEM,UROK
3685,5700.0,nan,VYBER,VYDAJ,nan
3685,15211.0,nan,VKLAD,PRIJEM,nan
3685,166.1,nan,nan,PRIJEM,UROK
3685,10700.0,nan,VYBER,VYDAJ,nan
3685,22816.0,nan,VKLAD,PRIJEM,nan
3686,400.0,nan,VKLAD,PRIJEM,nan
3686,3404.0,IJ,PREVOD Z UCTU,PRIJEM,nan
3686,13.8,nan,nan,PRIJEM,UROK
3686,3404.0,IJ,PREVOD Z UCTU,PRIJEM,nan
3686,15.9,nan,nan,PRIJEM,UROK
3686,3404.0,IJ,PREVOD Z UCTU,PRIJEM,nan
3686,15.9,nan,nan,PRIJEM,UROK
3686,3404.0,IJ,PREVOD Z UCTU,PRIJEM,nan
3686,15.9,nan,nan,PRIJEM,UROK
3686,3404.0,IJ,PREVOD Z UCTU,PRIJEM,nan
3686,2269.0,YZ,PREVOD NA UCET,VYDAJ,SIPO
3687,600.0,nan,VKLAD,PRIJEM,nan
3687,6453.0,QR,PREVOD Z UCTU,PRIJEM,DUCHOD
3687,6453.0,QR,PREVOD Z UCTU,PRIJEM,DUCHOD
3687,6453.0,QR,PREVOD Z UCTU,PRIJEM,DUCHOD
3687,6453.0,QR,PREVOD Z UCTU,PRIJEM,DUCHOD
3687,3800.0,nan,VYBER,VYDAJ,nan
3687,57.7,nan,nan,PRIJEM,UROK
3687,6453.0,QR,PREVOD Z UCTU,PRIJEM,DUCHOD
3687,967.0,ST,PREVOD NA UCET,VYDAJ,SIPO
3687,1447.0,ST,PREVOD NA UCET,VYDAJ,nan
3687,2100.0,nan,VYBER,VYDAJ,nan
3688,800.0,nan,VKLAD,PRIJEM,nan
3688,4636.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
3688,4636.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
3688,4636.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
3688,4636.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
3688,4636.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
3688,2974.0,ST,PREVOD NA UCET,VYDAJ,SIPO
3688,100.0,nan,VYBER,VYDAJ,nan
3688,14.6,nan,VYBER,VYDAJ,SLUZBY
3688,82.5,nan,nan,PRIJEM,UROK
3688,2974.0,ST,PREVOD NA UCET,VYDAJ,SIPO
3689,700.0,nan,VKLAD,PRIJEM,nan
3689,22218.0,nan,VKLAD,PRIJEM,nan
3689,2000.0,nan,VKLAD,PRIJEM,nan
3689,40.2,nan,nan,PRIJEM,UROK
3689,22218.0,nan,VKLAD,PRIJEM,nan
3689,11000.0,nan,VYBER,VYDAJ,nan
3689,122.6,nan,nan,PRIJEM,UROK
3689,22218.0,nan,VKLAD,PRIJEM,nan
3689,18100.0,nan,VYBER,VYDAJ,nan
3689,158.1,nan,nan,PRIJEM,UROK
3689,33327.0,nan,VKLAD,PRIJEM,nan
3690,700.0,nan,VKLAD,PRIJEM,nan
3690,10531.0,nan,VKLAD,PRIJEM,nan
3690,4500.0,nan,VKLAD,PRIJEM,nan
3690,35.9,nan,nan,PRIJEM,UROK
3690,10531.0,nan,VKLAD,PRIJEM,nan
3690,2400.0,nan,VYBER,VYDAJ,nan
3690,84.8,nan,nan,PRIJEM,UROK
3690,10531.0,nan,VKLAD,PRIJEM,nan
3690,6200.0,nan,VYBER,VYDAJ,nan
3690,110.3,nan,nan,PRIJEM,UROK
3690,15796.5,nan,VKLAD,PRIJEM,nan
3691,800.0,nan,VKLAD,PRIJEM,nan
3691,8555.0,nan,VKLAD,PRIJEM,nan
3691,28.6,nan,nan,PRIJEM,UROK
3691,6700.0,nan,VKLAD,PRIJEM,nan
3691,8555.0,nan,VKLAD,PRIJEM,nan
3691,86.2,nan,nan,PRIJEM,UROK
3691,800.0,nan,VYBER,VYDAJ,nan
3691,12832.5,nan,VKLAD,PRIJEM,nan
3691,139.7,nan,nan,PRIJEM,UROK
3691,4500.0,nan,VYBER,VYDAJ,nan
3691,8555.0,nan,VKLAD,PRIJEM,nan
3692,500.0,nan,VKLAD,PRIJEM,nan
3692,3397.0,KL,PREVOD Z UCTU,PRIJEM,nan
3692,3397.0,KL,PREVOD Z UCTU,PRIJEM,nan
3692,3397.0,KL,PREVOD Z UCTU,PRIJEM,nan
3692,3397.0,KL,PREVOD Z UCTU,PRIJEM,nan
3692,3397.0,KL,PREVOD Z UCTU,PRIJEM,nan
3692,360.0,nan,VYBER,VYDAJ,nan
3692,540.0,nan,VYBER,VYDAJ,nan
3692,14.6,nan,VYBER,VYDAJ,SLUZBY
3692,16.3,nan,nan,PRIJEM,UROK
3692,545.0,MN,PREVOD NA UCET,VYDAJ,nan
3693,700.0,nan,VKLAD,PRIJEM,nan
3693,3230.0,GH,PREVOD Z UCTU,PRIJEM,nan
3693,3230.0,GH,PREVOD Z UCTU,PRIJEM,nan
3693,3230.0,GH,PREVOD Z UCTU,PRIJEM,nan
3693,3230.0,GH,PREVOD Z UCTU,PRIJEM,nan
3693,3230.0,GH,PREVOD Z UCTU,PRIJEM,nan
3693,2153.0,OP,PREVOD NA UCET,VYDAJ,SIPO
3693,1110.0,nan,VYBER,VYDAJ,nan
3693,14.6,nan,VYBER,VYDAJ,SLUZBY
3693,49.5,nan,nan,PRIJEM,UROK
3693,2153.0,OP,PREVOD NA UCET,VYDAJ,SIPO
3694,900.0,nan,VKLAD,PRIJEM,nan
3694,14626.0,nan,VKLAD,PRIJEM,nan
3694,53.1,nan,nan,PRIJEM,UROK
3694,200.0,nan,VYBER,VYDAJ,nan
3694,14626.0,nan,VKLAD,PRIJEM,nan
3694,115.3,nan,nan,PRIJEM,UROK
3694,1000.0,nan,VYBER,VYDAJ,nan
3694,14626.0,nan,VKLAD,PRIJEM,nan
3694,172.7,nan,nan,PRIJEM,UROK
3694,10000.0,nan,VYBER,VYDAJ,nan
3694,14626.0,nan,VKLAD,PRIJEM,nan
3695,500.0,nan,VKLAD,PRIJEM,nan
3695,4041.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
3695,4041.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
3695,4041.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
3695,4041.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
3695,4041.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
3695,14.6,nan,VYBER,VYDAJ,SLUZBY
3695,2.8,nan,nan,PRIJEM,UROK
3695,1803.0,AB,PREVOD NA UCET,VYDAJ,SIPO
3695,4041.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
3695,10400.0,nan,VYBER,VYDAJ,nan
3696,900.0,nan,VKLAD,PRIJEM,nan
3696,4077.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3696,4077.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3696,4077.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3696,4077.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3696,2400.0,nan,VYBER,VYDAJ,nan
3696,43.2,nan,nan,PRIJEM,UROK
3696,700.0,nan,VYBER,VYDAJ,nan
3696,4077.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
3696,4600.0,nan,VYBER,VYDAJ,nan
3696,2007.0,GH,PREVOD NA UCET,VYDAJ,SIPO
3697,1100.0,nan,VKLAD,PRIJEM,nan
3697,10171.0,nan,VKLAD,PRIJEM,nan
3697,6500.0,nan,VKLAD,PRIJEM,nan
3697,28.7,nan,nan,PRIJEM,UROK
3697,10171.0,nan,VKLAD,PRIJEM,nan
3697,5900.0,nan,VYBER,VYDAJ,nan
3697,81.6,nan,nan,PRIJEM,UROK
3697,10171.0,nan,VKLAD,PRIJEM,nan
3697,4800.0,nan,VYBER,VYDAJ,nan
3697,101.8,nan,nan,PRIJEM,UROK
3697,10171.0,nan,VKLAD,PRIJEM,nan
3698,800.0,nan,VKLAD,PRIJEM,nan
3698,10405.0,nan,VKLAD,PRIJEM,nan
3698,8500.0,nan,VKLAD,PRIJEM,nan
3698,47.7,nan,nan,PRIJEM,UROK
3698,10405.0,nan,VKLAD,PRIJEM,nan
3698,700.0,nan,VKLAD,PRIJEM,nan
3698,110.0,nan,nan,PRIJEM,UROK
3698,15607.5,nan,VKLAD,PRIJEM,nan
3698,9100.0,nan,VYBER,VYDAJ,nan
3698,145.5,nan,nan,PRIJEM,UROK
3698,10405.0,nan,VKLAD,PRIJEM,nan
3699,700.0,nan,VKLAD,PRIJEM,nan
3699,200.0,nan,VKLAD,PRIJEM,nan
3699,10492.0,nan,VKLAD,PRIJEM,nan
3699,1000.0,nan,VKLAD,PRIJEM,nan
3699,26.6,nan,nan,PRIJEM,UROK
3699,7200.0,nan,VKLAD,PRIJEM,nan
3699,200.0,nan,VKLAD,PRIJEM,nan
3699,1000.0,nan,VKLAD,PRIJEM,nan
3699,5400.0,nan,VYBER,VYDAJ,nan
3699,61.4,nan,nan,PRIJEM,UROK
3699,14.6,nan,VYBER,VYDAJ,SLUZBY
3700,900.0,nan,VKLAD,PRIJEM,nan
3700,4016.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
3700,4016.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
3700,4016.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
3700,4016.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
3700,4016.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
